gender,genderLooking,age,name,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,userId,counts_details,counts_pictures,counts_profileVisits,counts_kisses,counts_fans,counts_g,isFlirtstar,isHighlighted,isInfluencer,isMobile,isNew,isOnline,isVip,lang_count,verified,shareProfileEnabled
F,M,24,Vanessa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552025c01c0ba01e1b8b4588,0.85,3,51339,2926,1,43,0,0,0,1,0,0,0,1,0,1
F,M,21,Susanne,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5465e30f170ba051228b4c6b,0.96,7,3471,38,4,0,0,0,0,1,0,1,0,1,0,1
F,M,25,meli,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5522e5cfca6da1791c8b4688,0.85,18,12050,478,7,4,0,0,0,1,0,0,0,1,0,1
F,M,24,LittleLady,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,527629ff1a0ba0b97008fc9b,1,12,26982,710,0,1,0,0,0,0,0,0,0,1,1,1
F,M,24,sase,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55388b1bca6da1d50b8b4a45,0.96,7,1820,25,0,0,0,0,0,1,0,1,0,1,0,1
F,none,22,Blüemli Debbie,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a47c42086ea12b6b8b528c,0.96,18,11507,194,58,0,0,0,0,0,0,0,0,1,1,1
F,M,21,Meyo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553157bec76da13a558b4bb3,0.92,10,17655,468,0,2,0,0,0,1,0,0,0,1,1,1
F,M,21,Paola,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54df3f03180ba0542a8b47fd,0.81,11,47000,1469,82,7,0,0,0,1,0,0,0,2,1,1
F,M,19,Selina,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,548c21261a0ba0a85a8b4866,0.77,8,12754,368,2,2,0,0,0,1,0,1,0,4,0,1
F,M,19,...,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,550b3d02c66da1485a8b477d,0.12,3,7694,143,14,0,0,0,0,1,0,0,0,4,0,1
F,M,25,fabienne,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53c84ea3cb6da1dd7e8b4d55,0.92,20,4372,134,16,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Balu🐾,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54b245ed160ba0a9278b4a68,0.19,5,9700,124,0,3,0,0,0,1,0,0,0,1,0,1
F,M,20,Nicole,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5415813d150ba0d05b8b4e38,0.88,3,10531,360,1,0,0,0,0,0,0,0,0,1,1,1
F,M,19,Nina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552a69160a6ea1e18f8b4dd4,0.85,8,16458,486,15,1,0,0,0,1,0,1,0,1,0,1
F,M,20,Laure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5534e4a40b6ea1ff618b4f0d,0.85,5,264,6,0,0,0,0,0,1,0,0,1,1,1,1
F,M,25,Besolatina,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,552b6669c46da13a788b4796,1,15,18475,1065,23,7,0,0,0,1,0,0,1,4,1,1
F,M,22,jacky,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54c81d650b6ea1749c8b4bf6,1,5,7045,316,0,1,0,0,0,1,0,0,0,1,1,1
F,M,25,SUNSHINE#SMILE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54ea86211a0ba0da638b474a,0.77,4,52884,1717,2,4,0,0,0,1,0,1,0,1,0,1
F,M,22,Diva ♥,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53afe904170ba0505c8b4688,0.92,12,37740,1016,41,2,0,0,0,1,0,1,0,1,0,1
F,M,20,Valentine,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,537f7e26cb6da1571c8b8024,0.96,4,6730,297,2,1,0,0,0,1,0,1,0,1,0,1
F,M,20,Regina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54119f6d160ba008118b503f,0.77,11,11120,216,0,1,0,0,0,1,0,0,0,2,0,1
F,M,24,laurencia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551e85620a6ea1268d8b4d54,0.58,4,18395,328,0,0,0,0,0,0,0,0,0,1,0,1
F,M,24,Jessie,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a4506f1b0ba049278b4780,0.9,6,6756,81,0,1,0,0,0,1,0,1,0,1,1,1
F,M,21,daniela,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53137ba0160ba04b168b4d32,0.88,4,10976,158,26,1,0,0,0,1,0,1,0,1,0,1
F,M,21,Zsc_giirl18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53efddcbcb6da1de998b45fc,1,13,2567,97,1,2,0,0,0,0,0,0,0,1,0,1
F,M,22,EST.93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551c20e1066ea1d35c8b4708,0.81,5,1309,89,0,0,0,0,0,1,0,1,0,1,1,1
F,M,26,Lotte,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550f075a1c0ba0642e8b49df,0.35,1,1448,37,0,0,0,0,0,1,0,1,0,1,0,1
F,M,23,Sina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53ac3bcd1a0ba0cc6d8b4d11,0.81,19,31448,754,31,1,0,0,0,1,0,0,0,1,1,1
F,M,20,Suzi,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,50f72bce6f37f3d37e000058,0.96,8,7979,138,4,0,0,0,0,1,0,0,0,2,1,1
F,M,24,HRVATiCA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551dcef8190ba0dc0c8b4da1,0.31,12,12629,548,0,3,0,0,0,1,0,1,0,1,0,1
F,M,19,laura,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5525ad66140ba01c5b8b496d,0.62,4,48980,2358,28,4,0,0,0,1,0,1,0,1,0,1
F,M,22,Chantal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50e69181150ba0763200000e,0.81,3,54332,1196,0,2,0,0,0,1,0,1,0,0,1,1
F,M,20,Young Yummy,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,55038f65c96da15c998b4a4c,0.85,28,33528,3679,32,10,0,0,0,1,0,1,0,5,1,1
F,M,22,stella101,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,54aa8e181c0ba069108b48df,0.62,11,6495,292,0,0,0,0,0,1,0,1,0,4,0,1
F,M,23,nymeria,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552a48dde86da193318b45df,1,30,11989,272,0,0,0,0,0,1,0,0,1,1,0,1
F,M,19,Livia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54e84423076ea1dc568b4d83,0.42,5,6012,132,0,0,0,0,0,1,0,0,0,1,0,1
F,M,20,Stefania,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5529c16a1c0ba00e0a8b4b08,0.81,13,2844,35,6,0,0,0,0,1,0,0,0,2,0,1
F,M,20,Bebisch,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54c9c9abc86da1c82f8b4f44,0.35,1,27174,1306,0,2,0,0,0,0,0,1,0,0,1,1
F,M,25,Froueli22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54b1ddbf076ea17b518b4816,0.81,11,4709,203,10,0,0,0,0,1,0,0,0,1,0,1
F,M,21,Tilly,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,55104155076ea1f38c8b46a3,0.85,21,20642,530,15,0,0,0,0,1,0,0,0,3,0,1
F,M,23,sabe713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,51fe675f1b0ba0d228fd8a65,0.88,7,18216,301,0,2,0,0,0,1,0,1,0,1,0,1
F,M,21,Holidaay_,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53fa0a5be86da14d868b4937,1,15,30950,1173,4,10,0,0,0,1,0,1,0,1,1,1
F,M,19,Jessica.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551562aa086ea1768d8b456b,0.69,7,9078,335,11,0,0,0,0,1,0,0,1,1,1,1
F,M,20,Angi,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54e64c68076ea1965a8b4608,0.38,3,864,39,0,0,0,0,0,1,0,1,0,1,0,1
F,none,21,Bella*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a6c390c86da151248b4991,0.96,3,18187,772,51,2,0,0,0,1,0,0,0,1,1,1
F,M,21,vanessa Kristin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54fdc3491b0ba076578b469e,0.77,10,21469,623,1,0,0,0,0,1,0,0,0,1,0,1
F,M,24,la_bachelorette,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,53c24087e86da1764c8b49d3,0.85,6,17115,610,13,10,0,0,0,0,0,0,0,4,1,1
F,M,20,_Tati_,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55380277c66da1264a8b47ef,0.92,14,51560,6155,18,11,0,0,0,1,0,1,0,1,1,1
F,M,23,Bernadette,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,51edbbf7150ba035065ca1ea,1,20,23177,1194,25,13,0,0,0,1,0,0,0,1,1,1
F,M,23,Honigbär,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552275c6170ba0840f8b498a,0.54,1,52,0,0,0,0,0,0,1,0,1,0,1,0,1
F,M,20,Yara,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5534dbe00a6ea1e6988b4ba8,1,13,4829,348,0,3,0,0,0,1,0,0,0,1,0,1
F,M,20,VioLa_,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,553519ceec6da13b8c8b518e,0.42,4,31435,1978,0,1,0,0,0,1,0,0,0,2,0,0
F,M,24,Angelina_ink,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,541dec98160ba05f5f8b45bc,0.77,27,28159,638,0,1,0,0,0,1,0,0,0,1,0,1
F,both,22,lisa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5531a8841a0ba0b31f8b4a54,1,11,5550,450,12,4,0,0,0,1,0,1,0,1,0,1
F,M,19,colore,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5518f196180ba0f16e8b45b4,0.5,8,1255,52,1,1,0,0,0,1,0,0,0,1,0,1
F,M,23,Bambi06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5516c069180ba08a258b496b,1,4,7493,362,48,4,0,0,0,1,0,1,0,1,0,1
F,none,23,Chrissy,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,55022190c46da14d7a8b47df,0.96,4,5177,467,0,0,0,0,0,1,0,1,0,2,1,1
F,M,21,anni,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,521c7353c76da1473406bc9b,0.77,18,15200,1187,7,3,0,0,0,1,0,1,0,1,1,1
F,M,26,Agnieszka,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,541f0a751a0ba0831e8b4b11,0.73,11,25845,1898,34,4,0,0,0,1,0,1,0,5,0,0
F,M,25,Nicole1989,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54a584ae1a0ba08d198b466d,0.96,7,8143,317,1,0,0,0,0,1,0,1,0,2,1,1
F,both,24,Jasmin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551f1dfc066ea126588b49ac,1,10,10861,593,9,1,0,0,0,1,0,1,0,1,0,1
F,M,21,jessika,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553a3ff7086ea1d37d8b50bc,0.27,21,52465,3739,4,3,0,0,0,1,0,0,0,1,0,1
F,M,19,Sarah,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5517f438190ba053658b4568,1,5,17289,734,1,5,0,0,0,1,0,1,0,1,0,1
F,M,21,LEDENA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55225b891b0ba0914f8b48f9,0.96,10,8334,290,0,0,0,0,0,1,0,1,0,1,1,1
F,M,24,lisa-roxanne,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54cd35d31b0ba0006e8b4b16,0.85,4,1076,20,2,0,0,0,0,1,0,0,0,1,0,1
F,both,22,miiieze,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553d16bdec6da1fd228b48ff,0.73,8,19690,551,13,1,0,0,0,1,0,1,0,1,1,1
F,M,22,Teeufelchen,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54de96e5ea6da14b4c8b4676,0.92,6,43387,1854,12,8,0,0,0,1,0,1,0,1,0,1
F,none,20,Julie,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551465e9c56da1a97f8b4716,0.5,19,28293,1027,2,0,0,0,0,1,0,0,0,2,0,1
F,M,24,Svetlana,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54c34090190ba0a5428b4ec5,0,17,43796,2750,2,4,0,0,0,1,0,0,0,1,1,1
F,none,23,Denice,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54b2b201ea6da1fb348b4d25,0.88,24,23679,1084,12,1,0,0,0,1,0,0,0,1,1,1
F,M,19,Lara,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,553b56fd066ea1f26b8b467e,1,7,5101,158,1,1,1,1,0,1,0,1,0,2,0,1
F,M,20,Francesca,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,551d5cc01a0ba0913e8b4d97,0.81,7,31221,1117,6,3,0,0,0,1,0,0,0,2,1,1
F,M,22,Domini,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54853f30e96da1d6478b4638,0.46,3,9896,413,2,0,0,0,0,1,0,1,0,2,0,1
F,M,20,Cindy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,543db0531b0ba0080c8b4dc1,0.35,4,9850,241,13,0,0,0,0,1,0,0,0,1,1,1
F,M,21,Sabrina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54fab20f150ba067388b4a87,0.81,5,11895,730,0,0,0,0,0,0,0,1,0,1,0,1
F,M,19,swaga_,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,54a95f17ca6da19c758b46c5,0.23,4,21224,316,0,1,0,0,0,1,0,0,0,3,1,1
F,M,19,Vanessa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53ec36bc160ba0c87b8b51f6,0.5,9,4335,355,91,0,0,0,0,1,0,0,0,1,0,1
F,M,22,Niina,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55106cc5e86da1f2378b4899,0.85,7,26483,746,3,3,0,0,0,1,0,1,0,0,0,1
F,both,19,Jyou,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54b02965ca6da1ed8c8b4604,0.96,3,780,22,0,0,0,0,0,1,0,0,0,1,0,1
F,M,19,tamara,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54cbb2e3cb6da1f5618b456f,0.65,4,12754,644,0,3,0,0,0,1,0,0,0,1,0,1
F,M,26,Ramona☆,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54513142170ba029308b49ed,0.85,4,3441,88,3,0,0,0,0,1,0,1,0,1,0,1
F,M,19,_swissgiirl_,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551afdf3e86da131588b473d,0.42,10,18731,644,3,0,0,0,0,1,0,0,0,1,1,0
F,M,21,Cheyenne,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,533c0e31c86da1f5338b459d,0.85,16,5450,298,15,3,0,0,0,1,0,0,0,9,1,1
F,none,19,Miss Fortune,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,55076dc41b0ba0d9208b478a,0.15,1,29903,2146,0,1,0,0,0,1,0,0,0,3,0,0
F,M,23,Janina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55205176160ba031038b4bbe,0.62,13,50275,3687,0,2,0,0,0,1,0,1,0,1,1,1
F,M,24,ShellyBee,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,552a346e086ea141568b4637,1,11,14526,1116,19,9,0,0,0,1,0,0,0,1,1,1
F,M,24,giftzwärg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55325cb3066ea13c128b49ce,0.88,15,3769,276,2,0,0,0,0,1,0,1,0,1,0,1
F,none,22,alexis,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5282a538170ba0a4779acff3,0.69,6,14082,667,12,0,0,0,0,1,0,1,0,1,1,1
F,M,20,lindaa:),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54882317150ba02d6a8b4968,0.77,6,7662,189,148,0,0,0,0,1,0,0,0,1,0,1
F,M,19,Ramona,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5134e78c160ba05870000019,0.73,6,7571,396,7,3,0,0,0,1,0,0,0,1,0,1
F,none,19,babuska,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5522e580086ea12e7c8b45f7,0.77,13,7842,142,5,0,0,0,0,1,0,1,0,2,0,1
F,M,23,lisa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55213c7dcc6da1911b8b4593,0.81,4,3959,188,0,0,0,0,0,1,0,1,0,1,1,1
F,none,23,Michelle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5415568b1a0ba0b51f8b5181,0.88,1,1797,40,3,0,0,0,0,1,0,0,0,1,1,1
F,M,20,Olivia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5509ad4ae96da160448b4e3d,1,6,30847,1861,43,6,0,0,0,1,0,1,0,1,0,1
F,M,23,ela,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52c6da0e1a0ba07f3517f52a,0.15,2,12671,338,0,2,0,0,0,0,0,1,0,1,0,1
F,M,20,lariih,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53eef170190ba0c5748b457c,0.81,11,7465,247,2,1,0,0,0,1,0,0,0,1,0,1
F,M,20,Tina,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54f70767150ba0150f8b4baa,0.46,12,23168,520,0,0,0,0,0,1,0,1,0,1,1,1
F,M,25,Lady-Na,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55187c40076ea1da288b457f,0.85,25,27375,885,12,0,0,0,0,1,0,0,0,1,1,1
F,M,20,Jenny,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5526f836c76da1273a8b47f8,0.65,12,15236,764,65,2,0,0,0,1,0,0,0,1,0,1
F,none,19,Larali,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54e24d33076ea1d3038b49ac,0.58,5,1167,29,47,0,0,0,0,1,0,0,0,1,0,1
F,none,19,Flavia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550d6ef6e96da185088b4a8b,0.88,11,22226,2338,1,2,0,0,0,1,0,0,0,1,1,1
F,M,22,anna,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,54ac1342076ea141328b4f3f,0.46,4,17971,657,0,3,0,0,0,1,0,1,0,3,0,1
F,M,20,jasmin.diaz,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,51bb6640150ba04077f13406,0.58,5,19653,759,1,1,0,0,0,1,0,0,0,1,0,0
F,M,19,MaaRiiPooSaax3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53c45ef2180ba0d9178b584d,0.85,11,13194,225,8,0,0,0,0,1,0,0,0,1,1,1
F,M,22,》》》●•●《《《,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553cc2661a0ba0f12a8b47c8,0.81,13,47475,2137,0,1,0,0,0,1,0,0,0,1,1,1
F,M,21,Jäcky,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54ebb4fc0b6ea19f688b4bef,0.88,14,24369,1559,12,1,0,0,0,1,0,1,0,1,0,1
F,M,22,Nathalie,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54ebc6d4076ea169538b48b0,0.81,3,1359,42,0,0,0,0,0,1,0,0,0,1,1,1
F,M,24,caro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,533ace4a160ba0030a8b539b,0.88,9,7014,216,2,0,0,0,0,1,0,0,0,1,1,1
F,M,23,luu,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55297d12ea6da15a088b45cb,0.85,18,20823,864,64,0,0,0,0,1,0,0,0,2,1,1
F,M,19,Christin🎀,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550c4a37c96da1ae908b4c32,0.8,5,12344,234,26,0,0,0,0,1,0,1,0,1,0,1
F,M,21,Carölchen,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,53fb9f92e96da1de2f8b45e2,0.73,5,3808,120,1,1,0,0,0,1,0,0,0,4,0,0
F,M,19,Mary,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55130938c96da1308a8b47e0,0.23,6,1934,57,0,0,0,0,0,1,0,0,0,1,0,1
F,M,19,ladylike95,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5201fbc71a0ba0b940f0b031,0.88,9,3217,180,3,0,0,0,0,0,0,0,0,3,1,1
F,M,24,Anabel,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,5536cda81b0ba089618b4c6d,0.54,4,14267,670,0,0,0,0,0,1,0,0,0,3,0,1
F,M,22,nissy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,550ea0b5150ba0860f8b47a1,0.31,5,22443,475,0,0,0,0,0,1,0,1,0,1,0,1
F,M,19,Saskia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,551fb4a1066ea10a8c8b4674,1,9,11909,242,0,1,0,0,0,1,0,1,0,1,0,1
