country,city,location,userId,distance
CH,Basel,Basel,54a4506f1b0ba049278b4780,136
CH,Attelwil,Attelwil,53137ba0160ba04b168b4d32,135
CH,Stadel bei Niederglatt,Zürich (Langstrasse),53efddcbcb6da1de998b45fc,172
CH,Luzern,Luzern,551c20e1066ea1d35c8b4708,140
DE,Stuttgart,Stuttgart,550f075a1c0ba0642e8b49df,309
CH,Schüpfen,Schüpfen,53ac3bcd1a0ba0cc6d8b4d11,81
DE,Hohentengen am Hochrhein,Hohentengen am Hochrhein,50f72bce6f37f3d37e000058,179
DE,Köln,Köln,551dcef8190ba0dc0c8b4da1,498
CH,Würenlingen,Würenlingen,5525ad66140ba01c5b8b496d,167
CH,Baden,Remetschwil,50e69181150ba0763200000e,162
CH,Basel,Basel,55038f65c96da15c998b4a4c,138
CH,Berna,Berna,54aa8e181c0ba069108b48df,77
CH,Burgdorf,Burgdorf,552a48dde86da193318b45df,95.6
CH,Nuolen,Wädenswil,54e84423076ea1dc568b4d83,174
CH,Rothrist,Rothrist,5529c16a1c0ba00e0a8b4b08,131
CH,Zurich,Geroldswil,54c9c9abc86da1c82f8b4f44,168
CH,Berne,Belp,54b1ddbf076ea17b518b4816,76.1
CH,Seftigen,Thun,55104155076ea1f38c8b46a3,80.1
CH,Aarau,Schafisheim,51fe675f1b0ba0d228fd8a65,149
DE,Tübingen,Tübingen,53fa0a5be86da14d868b4937,286
DE,Freiburg im Breisgau,Freiburg im Breisgau,551562aa086ea1768d8b456b,188
DE,Beckingen,Kaiserslautern,54e64c68076ea1965a8b4608,335
CH,Interlaken,Interlaken,54a6c390c86da151248b4991,95
DE,Freiburg im Breisgau,March,54fdc3491b0ba076578b469e,190
CH,Luzern,,53c24087e86da1764c8b49d3,140
CH,Siglistorf,Steinmaur,55380277c66da1264a8b47ef,175
CH,Wettingen,Wettingen,51edbbf7150ba035065ca1ea,166
DE,Michelbach an der Bilz,Schwäbisch Hall,552275c6170ba0840f8b498a,371
DE,Sexau,Sexau,5534dbe00a6ea1e6988b4ba8,198
CH,Bremgarten bei Bern,Bremgarten bei Bern,553519ceec6da13b8c8b518e,79.7
DE,Radolfzell am Bodensee,Gebenstorf,541dec98160ba05f5f8b45bc,161
DE,Freiburg im Breisgau,Lörrach,5531a8841a0ba0b31f8b4a54,144
CH,Zug,Zug,5518f196180ba0f16e8b45b4,160
DE,Köln,Köln,5516c069180ba08a258b496b,496
CH,Dubendorf,Dubendorf,55022190c46da14d7a8b47df,178
DE,Stuttgart,Aspach,521c7353c76da1473406bc9b,341
DE,Sindelfingen,Sindelfingen,541f0a751a0ba0831e8b4b11,302
DE,Köln,Köln,54a584ae1a0ba08d198b466d,495
DE,Remagen,Remagen,551f1dfc066ea126588b49ac,453
CH,Fribourg,Schwarzsee,553a3ff7086ea1d37d8b50bc,51.4
DE,Eutingen im Gäu,Pfalzgrafenweiler,5517f438190ba053658b4568,268
DE,Stuttgart,Neuhausen auf den Fildern,55225b891b0ba0914f8b48f9,311
DE,Neuenburg am Rhein,Neuenburg am Rhein,54cd35d31b0ba0006e8b4b16,160
AT,Bregenz,Bregenz,553d16bdec6da1fd228b48ff,258
DE,Frankfurt am Main,Frankfurt am Main,54de96e5ea6da14b4c8b4676,430
CH,Basel,Herrischried,551465e9c56da1a97f8b4716,163
CH,"Emmenbrücke (Lucerna, Schweiz)",Emmen,54c34090190ba0a5428b4ec5,139
DE,Waldshut-Tiengen,Lauchringen,54b2b201ea6da1fb348b4d25,177
CH,Lenk im Simmental,Thun,553b56fd066ea1f26b8b467e,79.3
CH,Berna,Rothrist,551d5cc01a0ba0913e8b4d97,128
CZ,Písek,Ludwigsburg,54853f30e96da1d6478b4638,326
CH,"Samstagern (Zurich, Schweiz)",Einsiedeln,543db0531b0ba0080c8b4dc1,174
CH,Olten,Wangen bei Olten,54fab20f150ba067388b4a87,131
JM,Kingston,Aarau,54a95f17ca6da19c758b46c5,145
CH,Brig,Brig-Glis,53ec36bc160ba0c87b8b51f6,106
DE,Köln,Köln,55106cc5e86da1f2378b4899,493
CH,Bern,Burg (AG),54b02965ca6da1ed8c8b4604,142
CH,Fribourg,Fribourg,54cbb2e3cb6da1f5618b456f,50.4
DE,Mühlhausen-Ehingen,Mühlhausen-Ehingen,54513142170ba029308b49ed,220
CH,Lengnau,Lengnau,551afdf3e86da131588b473d,92
CH,Liestal,Liestal,533c0e31c86da1f5338b459d,136
CH,Zürich,Zürich,55076dc41b0ba0d9208b478a,173
DE,Bergisch Gladbach,Bergisch Gladbach,55205176160ba031038b4bbe,498
SC,Grabs,Embrach,552a346e086ea141568b4637,185
CH,Visperterminen,Glis,55325cb3066ea13c128b49ce,106
DE,Ilshofen,Ilshofen,5282a538170ba0a4779acff3,384
DE,Eggingen,Eggingen,54882317150ba02d6a8b4968,186
CH,Wikon,Wikon,5134e78c160ba05870000019,131
CH,Winterthur,Schleitheim,5522e580086ea12e7c8b45f7,195
DE,Stuttgart,Stuttgart,55213c7dcc6da1911b8b4593,315
DE,Lahr,Lahr/Schwarzwald,5415568b1a0ba0b51f8b5181,222
CH,Zürich,,5509ad4ae96da160448b4e3d,173
DE,Karlsruhe,Karlsruhe,52c6da0e1a0ba07f3517f52a,306
CH,Bern,Flühli,53eef170190ba0c5748b457c,112
CH,Bern,Bern,54f70767150ba0150f8b4baa,77
CH,Bern,Zürich,55187c40076ea1da288b457f,173
CH,Biel,Biel,5526f836c76da1273a8b47f8,85.1
DE,Lörrach,Lörrach,54e24d33076ea1d3038b49ac,145
CH,Zürich,Zürich,550d6ef6e96da185088b4a8b,173
DE,Wiesloch,Rauenberg,54ac1342076ea141328b4f3f,340
CH,Solothurn,Riedholz,51bb6640150ba04077f13406,106
CH,Basel,Breitenbach,53c45ef2180ba0d9178b584d,121
CH,Zurigo,Urdorf,553cc2661a0ba0f12a8b47c8,167
CH,Villmergen,Villmergen,54ebb4fc0b6ea19f688b4bef,153
CH,Unterseen,Unterseen,54ebc6d4076ea169538b48b0,93.9
CH,Zürich,Niederlenz,533ace4a160ba0030a8b539b,153
CH,Zürich,Zürich,55297d12ea6da15a088b45cb,173
DE,Hamburg,Dättlikon,550c4a37c96da1ae908b4c32,187
CH,Sarmenstorf,Sarmenstorf,53fb9f92e96da1de2f8b45e2,150
CH,Basel,Basel,55130938c96da1308a8b47e0,136
CH,Bolligen,Beatenberg,5201fbc71a0ba0b940f0b031,89.1
CH,Birmensdorf,Zürich,5536cda81b0ba089618b4c6d,170
DE,Frankfurt am Main,Frankfurt am Main,550ea0b5150ba0860f8b47a1,429
CH,Rheinfelden,Rheinfelden,551fb4a1066ea10a8c8b4674,144
CH,Zürich,Zürich,51c7050dc76da14a0ed8507d,177
CH,Schattdorf,Schattdorf,55203a3dc96da1cb788b4b2d,158
CH,Zürich,Buchs (AG),5521975fc76da179208b4866,146
DE,Lahr/Schwarzwald,Lahr,54fa41371c0ba075088b48e9,222
DE,Köln,Hennef (Sieg),55336b55c56da1f71a8b476d,475
CH,Bern,Wünnewil,5516f209c56da161778b45b1,63.2
CH,Zürich,Uster,544293c7170ba0ae088b4745,183
CH,Zürich,Bülach,551d4138e96da13b188b4a9d,182
CH,Zürich,Sins,51989e28c66da1845d000399,153
DE,Koblenz,Koblenz,55218272e86da1be608b4be8,432
CH,Basel,Basel,5509ddf7cd6da114118b4592,134
DE,Köln,Köln,55229ec5ea6da1d7038b46a3,490
DE,Wiesbaden,Rickenbach,53189ad7160ba0c97e8b4bef,139
CH,Lützelflüh-Goldbach,Lützelflüh,54a6fe77160ba0a9678b462d,98.7
CH,Stans,Luzern,539a04a2cb6da14f778b4708,140
DE,Tübingen,Tübingen,55226359076ea133798b48bb,286
DE,Bad Neuenahr-Ahrweiler,Remagen,55088472180ba02d608b4886,457
CH,Cham,Cham,5319963fcb6da1066d8b4641,157
DE,Köln,Köln,545995afc86da18b078b470f,493
LR,Singeloe,Glis,5523aec0150ba0a30c8b47bb,106
DE,Köln,Köln,54bfdddf140ba0f7738b49b3,489
CH,Lenzburg,Lenzburg,5463baf8c46da1773a8b4ac0,152
DE,Bornheim,Leimbach,54fbea86c86da13c1a8b4d1f,431
DE,Waldshut-Tiengen,Oberried,55329883180ba0e06d8b4bc0,185
CH,Sissach,Sissach,54a28956066ea1e49f8b47f1,138
DE,Wiesbaden,Wiesbaden,54fcb940140ba0710c8b47af,414
CH,Härkingen,Härkingen,53ef8dc6140ba0bc6a8b4bcc,126
DE,Schwäbisch Hall,Obersontheim,51bc5aa2c76da1725bdc7c46,372
CH,Kerzers,Kerzers,552ad11d170ba0cf5d8b4a01,65.7
CH,Birrwil,Birrwil,5531fda80c6ea1e8428b49bf,146
CH,Aarau,Aarau,54c750ab1a0ba014118b48a4,146
CH,Schaffhausen,Dietlikon,52f6a8c1c56da13e49217f1a,180
DE,Freiburg im Breisgau,Freiburg im Breisgau,525eea941c0ba0e247d7d813,187
CH,Tecknau,Strengelbach,51fb63e1c86da11d4381ffb2,130
CH,Aarau,Lupfig,54e506f71b0ba01b438b4582,157
DE,Frankfurt am Main,Frankfurt am Main,51c8c939c56da19303082928,425
DE,Köln,Köln,546c4dbbc86da183568b4cb4,488
CH,"Olten (Soletta, Schweiz)",Kappel (SO),52bc7227170ba0f868e6e01d,128
CH,Basel,Gelterkinden,55107760180ba06d678b46a7,139
DE,Worms,Worms,550d987b1c0ba0cc2c8b4eaa,368
CH,Aarburg,Aarburg,5529aa60cb6da1a32a8b456c,131
DE,Wiesbaden,Wiesbaden,54147134190ba0864a8b465b,411
DE,Köln,Emmen,55227de9150ba0a0678b4e8b,140
CH,Genève,Meyrin,54a7f0f21c0ba0c8198b484b,54.7
DE,Brauweiler (Rheinland-Pfalz),Pulheim,51d742e2c66da1ec5d311d12,493
CH,Luzern,Littau,53eab215c76da1067c8b4ea5,137
DE,Offenburg,Freiburg im Breisgau,54f73680086ea18f3e8b499b,190
DE,Köln,Köln,54838fc2170ba0a5658b4730,488
DE,Freiburg im Breisgau,Freiburg im Breisgau,544f9effc86da15b538b4c2f,186
CH,Zug,Steinhausen,5496ba39160ba092018b484a,159
CH,Bern,Ersigen,5526f43d180ba0cf588b45ae,96.7
CH,Hergiswil,Reiden,54f711bb160ba0dd2e8b4e50,129
DE,Weil am Rhein,Lörrach,55212c78190ba0be048b472e,142
DE,Kandern,Kandern,54c22b23c96da153198b4d01,153
DE,Rheinfelden (Baden),Rheinfelden (Baden),54e265d4150ba0461a8b4690,142
DE,Karlsruhe,Karlsruhe,552044d4140ba030608b4649,306
CH,Lachen,Meilen,53df57b8c56da12b6e8b54bd,172
DE,Alzey,Alzey,55158ee1c46da1786c8b4ea6,374
CH,Bern,,53ceca75190ba090148b4f54,77
CH,Olten,Känerkinden,55215cba180ba070368b46c7,135
CH,Steffisburg,Steffisburg,52e40124150ba044795dede0,80.8
CH,Ittigen,Bolligen,53e92c67140ba0ba578b4669,82.4
CH,Zürich,Zürich,551575e1190ba0a64f8b4cd7,173
CH,Oltingen,Oltingen,5480bbb91c0ba099038b45eb,141
CH,Zürich,,527ab7db150ba0f820272dc9,173
DE,,Sankt Georgen im Schwarzwald,5522863cc86da1b62d8b4e39,220
CH,Bern,Worb,520c0f24c66da13c462881e7,81.3
CH,Zürich,Zürich,53d7f15b1b0ba082148b617f,0
CH,Riggisberg,Oberbuchsiten,5522e975140ba0b35f8b49be,122
CH,Ehrendingen,Ehrendingen,54dc8e30c76da194028b49ea,169
CH,Zürich,Zürich,552e463b0b6ea135668b463f,173
CH,Turgi,Turgi,543866c3cb6da1b43f8b4830,163
CH,Zollikofen,Burgdorf,547d68c3150ba014058b45cb,95.2
CH,Samstagern,Horgen,52bdf421140ba0967f79b8a3,170
DE,Waldkirch,Waldkirch,54a96907076ea16c0b8b4760,201
CH,Zürich,Bremgarten (AG),54cffe2e1a0ba0f75e8b4736,160
CH,Fraubrunnen,Seewil bei Dieterswil,538880d5180ba047218b7e35,83
DE,Meckenheim,Meckenheim,53f8381dc46da18b588b457f,457
CH,Zürich,Cham,54b6d5e91b0ba09e3a8b4ba1,156
CH,Biel,Biel,550f21b4180ba099538b475a,0
CH,Konolfingen,Toffen,5213d59b140ba01830841ed0,75.7
CH,Bern,Zollikofen,538391a3e86da1a56b8b8ace,82
CH,Wetzikon,Uster,5216601d170ba01a25cc840b,183
CH,Thun,Heimberg,552c1984066ea1e9658b48a9,0
CH,Sursee,Sursee,5468b098180ba0f9608b4591,133
CH,Brittnau,Brittnau,54007ccf1b0ba0e0528b5084,129
DE,Rheinfelden (Baden),Rheinfelden (Baden),550e1823c56da1e80b8b4c1f,145
CH,Balsthal,Balsthal,55010d2e180ba0d37a8b457a,120
DE,Heilbronn,Neckarsulm,551ea588076ea1132f8b4919,357
CH,Wyhlen,Grenzach-Wyhlen,551ad5d9c66da18e0a8b490b,140
DE,Obertshausen,Offenbach am Main,551dd282c56da1280c8b4a7e,428
CH,Montreux,Conthey,551e45a5086ea1e4548b4a5b,61.3
CH,Bern,Ostermundigen,547b3befc96da1f16c8b45cf,81.5
CH,Volketswil,Volketswil,53500055cb6da183128b7069,182
CH,Olten,Pratteln,55301239e56da16e9f8b457c,0
DE,Lörrach,Lörrach,54c00231066ea143508b48d9,145
CH,Zürich,Zürich,54f49940c86da1208c8b4869,173
CH,Grenchen,Grenchen,5504a424086ea15d518b45e3,93.6
CH,Bern,Bern,53b853fe170ba0c7058b4727,80.1
CH,Bern,Bern,54f418b11a0ba0e21c8b46a4,77.7
DE,Castrop-Rauxel,Freiamt,548cbc8dcb6da1d26b8b468f,207
DE,Mannheim,Heuweiler,54034bcf160ba09d5f8b4625,195
CH,Klettgau,Klettgau,54ac02d9170ba036438b4d6e,186
DE,Lauchringen,Lauchringen,542565a9c56da1a8358b4ea3,176
DE,Frankfurt am Main (Hessen),Offenbach am Main,53f267e9c56da1580c8b4899,427
DE,Hochdorf,Reute,551eac92c56da1ee5c8b48ee,195
DE,Köln,Köln,54ef9ccb1c0ba0792e8b4793,491
DE,Kempten (Allgäu),Kempten (Allgäu),5515a50d150ba01a6c8b4c14,309
CH,Baden,Fislisbach,551c6be21a0ba0006b8b4942,161
DE,Aachen,Vaals,534192e2180ba07d638b49be,475
DE,Köln,Köln,551adec6170ba0f0428b4c57,487
CH,Bern,Murten,54e21b9a086ea17c5a8b46a5,58.1
CH,Mellingen,Tägerig,53f28c6b180ba01d748b45c4,158
CH,Bern,Bern,54b6c122190ba06e588b49fa,74.8
CH,Malters,Sursee,54e8ce18160ba0f37a8b47dc,133
DE,Darmstadt,Riedstadt,524403e0140ba0ab64b056e2,393
CH,Mühlethurnen,Mühlethurnen,55254277150ba0ea398b47f3,74.5
FR,Saint-Privat-la-Montagne,Faverges,547f4949c46da1f7058b4692,88.5
DE,Köln,Bergheim,5506f37fc46da136558b4d4e,0
FR,Besançon,Besançon,551fe395190ba0165c8b4e82,92.7
CH,"Unterseen (Berna, Schweiz)",Hägendorf,5252cfb5160ba0012efee57d,129
DE,Köln (Nordrhein-Westfalen),Bad Honnef,52583cf9c46da112740f6b90,462
FR,Rive-de-Gier,Rive-de-Gier,54b296dbe96da1d7108b4b69,191
CH,Büsserach,Büsserach,5446ca24150ba058228b48da,118
BA,Sarajevo,Lyss,551effbde86da1e99a8b49fc,80.2
CH,Dietikon,Schlieren,5505f8eee96da188788b4a9f,169
DE,Mannheim,Altrip,529bab3c180ba0c667b090bb,352
CH,Basel,Basel,54e9efc0c46da134548b45fc,139
CH,Rüttenen,Rüttenen,551cf1382f7759a2408b4567,104
CH,Basel,Basel,53e9f3bc190ba0067c8b4610,135
DE,Bremen,Korntal-Münchingen,52614e96140ba0e074359c44,317
DE,Singen (Hohentwiel),Zürich,551eeaa3160ba0b3368b45f3,172
DE,Idar-Oberstein,Rhaunen,551e88fdc46da1fe2f8b4988,375
DE,Sonthofen,Burgdorf,5405a767c46da1911b8b5056,95.2
CH,Unter Getwing,Brig-Glis,52641a6d190ba0955731407a,104
CH,Luttingen,Laufenburg (Baden),53dbd111140ba018388b546c,161
FR,Rumilly,Rumilly,551f6ad71a0ba079148b4a1b,91.7
CH,Galmiz,Aarberg,5267a700140ba02d42e42713,75.6
FR,Marsannay-la-Côte,Marsannay-la-Côte,5474da23150ba068378b48ae,150
CH,Falera,Zürich,54ce8fcd170ba06d448b4734,175
DE,Freiburg im Breisgau,Freiburg im Breisgau,5517051cc96da18a738b49c3,188
DE,Heuweiler,Heuweiler,5502ed69cb6da13a5e8b4877,196
CH,Langenthal,Langenthal,,117
CH,Solothurn,Solothurn,54b5a63f066ea19b4e8b46ae,102
DE,Freiburg im Breisgau (Baden-Württemberg),Pfaffenweiler,54fcba64066ea108148b4588,179
DE,Ehingen (Donau),Maulburg,5537d809c76da19c0c8b4c3f,152
DE,Breuberg (Hessen),Breuberg,55228aab066ea16c728b484d,407
CH,Zürich,Schleinikon,53636c6dca6da1fa908b45eb,172
CH,Luzern,Gettnau,5431c2d6c56da1a03b8b45a5,122
DE,Freiburg im Breisgau,Sasbach am Kaiserstuhl,54e62958e86da10c868b462e,194
FR,Sainte-Croix-en-Plaine,Sainte-Croix-en-Plaine,55364b0beb6da18c1d8b4e85,174
FR,Saint-Dié-des-Vosges,Neufchâteau,547379f7c86da1ce8c8b4fc7,215
CH,Lancy,Onex,52a8b7ee1b0ba0f27a6008f6,54.9
IT,Lecce,Effretikon,551bca1fea6da18d9b8b4756,185
CH,Bern,Берн,529136d31a0ba084322edefc,76.8
CH,Erstfeld,Erstfeld,5539e371ec6da1dd508b4986,157
CH,Lausanne,Les Plattaires,54fda3e0086ea1267b8b457f,7.3
FR,Dommartin,Villieu-Loyes-Mollon,54fb7b8b190ba0cf7a8b4c2c,126
CH,Uster,Buchs (AG),552944881c0ba0dd258b462c,145
CH,,Glattbrugg,528373e2140ba0aa45cb886b,178
FR,Besançon,Mouthe,5515373c150ba0d73e8b4fea,39.4
CH,Rothrist,Rothrist,53bd9d39ca6da154318b4568,128
CH,Cham,Cham,54deaae10a6ea12a538b4914,156
DE,Waldkirch,Vörstetten,550338b4c96da12e058b46bd,196
DE,Lörrach,Lörrach,5450f6b51c0ba09c7e8b4e19,145
DE,Ulm,Dornstadt,5519c4e2066ea1309d8b473e,329
CH,Bern,Kerzers,54aae1a3190ba08c758b4973,66.2
CH,Aarau,Aarau,52e58c52190ba0e86c1451b9,144
CH,Onex,Meyrin,54d90bf0c56da158328b4990,53.6
FR,Embrun,Saint-Eusèbe-en-Champsaur,537ee8ed140ba0a1198b752b,206
FR,Fillinges,Annemasse,5505bfe70a6ea1510f8b4a97,48
CH,Langnau im Emmental,Langnau im Emmental,5473a11ccc6da10d818b45b4,99.1
CH,Ins,Nidau,54aed29a1c0ba0b6348b4873,80.8
CH,Geneva,Geneva,553918560c6ea1d35d8b472f,0
DE,Freiburg im Breisgau,Seelbach,5416655f1a0ba0ed518b48f5,222
CH,Basel,Basel,5291cd44180ba0717bd82f6f,136
CH,Berne (Schweiz),Signau,552a94ba096ea155568b459d,93.2
CH,Rüfenacht,Muri bei Bern,54df6923c76da19f198b4691,81
FR,Divonne-les-Bains,Divonne-les-Bains,531cb65acb6da1329f8b5452,42
CH,Küssnacht am Rigi,Hünenberg See,54f5b4d6c96da1ff678b4696,156
FR,Grandfresnoy,Saint-Julien-en-Genevois,5295192f160ba0825cbaf5c1,60.6
CH,Buchs,Buchs,55036d15ca6da184468b4bc8,146
CH,Luzern,Ballwil,54e4dd4b190ba0d8438b48d9,0
CH,Zürich,Würenlingen,52bc2e1f1a0ba0d175675188,167
CH,Bern,Bern,529b7996160ba0e553594980,80
CH,Ottiswil,Ottiswil,,83.3
CH,Bern,Bern,552017480a6ea12a948b4b3c,77.5
CH,Genève,Tannay,54ecfe7f150ba0f06a8b4e25,42
DE,Wiesbaden,Wiesbaden,53304370190ba0130b8b5b96,413
DE,Elsdorf,Elsdorf,52da4bc2c86da1562e0bd7f4,491
CH,Zug,Zürich,552e465f076ea1f8408b46cf,171
FR,Valentigney,Montbéliard,54d94fd1e56da1df788b4587,111
FR,Rumilly,Rumilly,5520fe0cc56da13f118b472a,90.7
DE,Eschenbach,Ottenbach,52a1007a190ba08a0c9b5dba,339
CH,Zürich,Zürich,552696260a6ea15f628b470b,174
FR,Moirans-en-Montagne,Moirans-en-Montagne,54bee7d4170ba004138b4871,70.4
CH,Lyssach,Köniz,52ab9fb9140ba0ab198c48e4,70
FR,Vesoul,Vesoul,537ba5d8160ba0e53e8b952d,127
DE,Lörrach,Bad Bellingen,55353e40c86da103738b4cc3,152
CH,Steinhausen,Root,53da03a0160ba0df098b5f17,148
CH,Berikon,Aarau,54c0e7e1ca6da18a178b4d81,144
CH,Basel,Basel,52af20dcc66da1d64dae6dcb,135
FR,Troyes,Troyes,54b22600e96da1ff0c8b4981,276
DE,Schwäbisch Hall,Stuttgart,5532b55bca6da1938d8b4e4e,308
CH,Basel,Seewen,54a1490c076ea18c598b4f76,128
DE,Stuttgart,Stuttgart,550e9ebec66da165278b4952,315
FR,Mâcon,Mâcon,5524089c0b6ea16b368b4b42,141
DE,Freiburg im Breisgau,Freiburg im Breisgau,553bab4c1b0ba044278b4766,187
CH,Uster,Männedorf,5532abda0b6ea1d5688b49c6,177
CH,Zürich,Dübendorf,54abeca3c56da1e74e8b4bca,180
DE,Karlsruhe,Östringen,5343b390150ba08e468bb104,336
CH,Opfikon,Kilchberg ZH,52f2b20bc66da11065948a0c,170
CH,Zürich,Zürich,551f08f2190ba0e40c8b4693,175
DE,Ravensburg,Aulendorf,5308a701c46da14378708460,274
CH,Lugano,Lugano,552034ef086ea157188b45b4,187
CH,Luzern,Dallenwil,54cfd4e8c46da16f5c8b4a30,141
DE,Höchenschwand,Sankt Blasien,54b191de150ba06e428b47a2,178
FR,Sallanches,Passy,54f8f026096ea13b278b4576,66.4
CH,Grindelwald,Grindelwald,54cd4fab0a6ea1827a8b480c,106
CH,"Basel (Basel-Stadt, Schweiz)","Basel (Basel-Stadt, Schweiz)",548f3e8fc56da16b638b4ca3,136
DE,Trier,Trier,52bfd451190ba07e7d259544,361
CH,Märstetten,Inwil,5535f9c5160ba00c778b50e1,146
DE,Mainz (Rheinland-Pfalz),Mainz,553e8a5eca6da1f86f8b4567,400
CH,Ried-Brig,Brig-Glis,55183c650b6ea1d6568b45f4,107
CH,Lausanne,Romanel-sur-Lausanne,52f8d01c150ba0f720ebdd02,5.3
FR,Thann,Cernay,55020b2aca6da18b938b46c0,148
FR,Tignieu-Jameyzieu,Pont-de-Chéruy,550ddfd5066ea1a8638b4b3a,141
DE,Ludwigshafen am Rhein,Ludwigshafen am Rhein,54b33f19086ea1459d8b4866,360
CH,Zürich,Zürich,53557051170ba0b95d8b480d,173
CH,Olten,Starrkirch-Wil,54de0a5ac56da1f21c8b4da3,135
CH,Bern,Reudlen,55071639066ea1eb268b47cc,81
CH,,Naters,52c5e503180ba0ae4ce9dc1a,107
DE,Bürstadt,Bürstadt,5517af740a6ea12f998b48e4,374
FR,Mâcon,Mâcon,55338b2f160ba0a8288b48f3,141
CH,Wilderswil,Meiringen,5431be071a0ba02a268b45ca,121
CH,Wohlen,Wohlen (AG),539e0993140ba0c6538b4d1d,155
CH,Châtelaine,Bernex,55103526c96da19c3a8b4599,57.2
DE,Trier,Trier,54cf1782150ba0684b8b4929,360
CH,Yverdon-les-Bains,Yverdon-les-Bains,52cb1882150ba02455dea25e,27.5
CH,Interlaken,Interlaken,5509adbe150ba0001c8b4a12,95
CH,Burgdorf,Zollikofen,5533f5d1e96da194688b491f,82.1
CH,Thun,Bern,5505fafec56da1a4658b4aaf,79.2
CH,Aarau,Bolligen Dorf,551c7398ca6da10a828b46f3,81.9
DE,Haßloch,Haßloch,54fdf26ac86da1167e8b467c,337
CH,Neumünchenstein,Basel,54948063170ba080248b4c22,135
CH,Zürich,Zürich,53d7e1f6c46da16c678b4fc2,175
CH,Rudolfstetten-Friedlisberg,Dietikon,551eb3ca086ea1ab838b4749,166
DE,Offenbach am Main,Offenbach am Main,53ef81a1c76da1f03a8b4c05,428
