flirtInterests_chat,flirtInterests_friends,flirtInterests_date,lastOnlineDate,LastOnlineTime,userId
TRUE,TRUE,FALSE,2015-04-11,16:42:35,541dec98160ba05f5f8b45bc
FALSE,TRUE,FALSE,2015-04-26,18:52:03,5531a8841a0ba0b31f8b4a54
TRUE,TRUE,FALSE,2015-04-05,21:32:21,5518f196180ba0f16e8b45b4
TRUE,FALSE,FALSE,2015-04-06,14:54:27,5516c069180ba08a258b496b
TRUE,TRUE,TRUE,2015-04-08,14:32:44,55022190c46da14d7a8b47df
TRUE,FALSE,FALSE,2015-04-06,14:54:50,521c7353c76da1473406bc9b
TRUE,TRUE,TRUE,2015-04-06,16:15:58,541f0a751a0ba0831e8b4b11
FALSE,FALSE,TRUE,2015-04-06,15:57:03,54a584ae1a0ba08d198b466d
TRUE,FALSE,FALSE,2015-04-27,19:39:30,551f1dfc066ea126588b49ac
TRUE,FALSE,TRUE,2015-04-26,10:45:05,553a3ff7086ea1d37d8b50bc
TRUE,FALSE,FALSE,2015-04-06,14:28:46,5517f438190ba053658b4568
FALSE,FALSE,FALSE,2015-04-06,14:51:55,55225b891b0ba0914f8b48f9
TRUE,TRUE,TRUE,2015-04-07,11:45:28,54cd35d31b0ba0006e8b4b16
TRUE,FALSE,TRUE,2015-04-27,19:28:28,553d16bdec6da1fd228b48ff
TRUE,TRUE,TRUE,2015-04-06,15:03:30,54de96e5ea6da14b4c8b4676
FALSE,FALSE,FALSE,2015-05-03,7:54:04,551465e9c56da1a97f8b4716
TRUE,TRUE,TRUE,2015-04-26,6:07:35,54c34090190ba0a5428b4ec5
TRUE,TRUE,FALSE,2015-04-06,13:42:42,54b2b201ea6da1fb348b4d25
TRUE,FALSE,FALSE,2015-04-26,18:51:54,553b56fd066ea1f26b8b467e
TRUE,TRUE,TRUE,2015-04-06,14:55:12,551d5cc01a0ba0913e8b4d97
FALSE,TRUE,FALSE,2015-04-06,14:23:23,54853f30e96da1d6478b4638
TRUE,FALSE,FALSE,2015-04-25,14:58:10,543db0531b0ba0080c8b4dc1
TRUE,FALSE,TRUE,2015-04-06,14:56:57,54fab20f150ba067388b4a87
TRUE,FALSE,FALSE,2015-04-26,6:25:36,54a95f17ca6da19c758b46c5
TRUE,FALSE,FALSE,2015-04-06,17:04:43,53ec36bc160ba0c87b8b51f6
TRUE,TRUE,FALSE,2015-04-06,14:53:57,55106cc5e86da1f2378b4899
FALSE,TRUE,TRUE,2015-04-01,18:07:07,54b02965ca6da1ed8c8b4604
TRUE,FALSE,FALSE,2015-04-26,17:27:46,54cbb2e3cb6da1f5618b456f
FALSE,FALSE,TRUE,2015-04-06,16:05:07,54513142170ba029308b49ed
TRUE,FALSE,FALSE,2015-04-26,7:39:14,551afdf3e86da131588b473d
TRUE,FALSE,FALSE,2015-04-25,14:41:28,533c0e31c86da1f5338b459d
TRUE,TRUE,FALSE,2015-04-26,9:14:13,55076dc41b0ba0d9208b478a
TRUE,TRUE,TRUE,2015-04-06,14:52:29,55205176160ba031038b4bbe
FALSE,FALSE,TRUE,2015-04-23,7:24:45,552a346e086ea141568b4637
TRUE,TRUE,FALSE,2015-04-26,11:29:51,55325cb3066ea13c128b49ce
TRUE,TRUE,FALSE,2015-04-06,14:59:15,5282a538170ba0a4779acff3
TRUE,FALSE,FALSE,2015-04-28,10:09:40,54882317150ba02d6a8b4968
FALSE,FALSE,TRUE,2015-04-25,23:05:59,5134e78c160ba05870000019
TRUE,TRUE,FALSE,2015-04-08,14:23:53,5522e580086ea12e7c8b45f7
TRUE,FALSE,FALSE,2015-04-06,16:01:40,55213c7dcc6da1911b8b4593
FALSE,FALSE,TRUE,2015-04-23,16:43:48,5415568b1a0ba0b51f8b5181
TRUE,FALSE,FALSE,2015-04-08,15:12:04,5509ad4ae96da160448b4e3d
TRUE,FALSE,TRUE,2015-04-06,16:13:49,52c6da0e1a0ba07f3517f52a
TRUE,TRUE,FALSE,2015-04-08,9:51:56,53eef170190ba0c5748b457c
TRUE,FALSE,FALSE,2015-04-26,18:34:40,54f70767150ba0150f8b4baa
FALSE,FALSE,TRUE,2015-04-08,14:31:07,55187c40076ea1da288b457f
TRUE,FALSE,FALSE,2015-04-26,1:48:52,5526f836c76da1273a8b47f8
TRUE,TRUE,TRUE,2015-04-20,19:10:05,54e24d33076ea1d3038b49ac
TRUE,TRUE,TRUE,2015-04-08,6:16:21,550d6ef6e96da185088b4a8b
FALSE,FALSE,TRUE,2015-04-06,14:23:27,54ac1342076ea141328b4f3f
FALSE,FALSE,TRUE,2015-04-25,18:12:31,51bb6640150ba04077f13406
TRUE,TRUE,FALSE,2015-04-26,7:12:42,53c45ef2180ba0d9178b584d
TRUE,TRUE,FALSE,2015-04-26,13:03:06,553cc2661a0ba0f12a8b47c8
TRUE,TRUE,TRUE,2015-04-26,11:13:44,54ebb4fc0b6ea19f688b4bef
TRUE,FALSE,FALSE,2015-04-08,9:02:04,54ebc6d4076ea169538b48b0
TRUE,TRUE,FALSE,2015-04-07,13:08:00,533ace4a160ba0030a8b539b
TRUE,TRUE,TRUE,2015-04-25,15:15:01,55297d12ea6da15a088b45cb
TRUE,FALSE,FALSE,2015-04-26,11:22:48,550c4a37c96da1ae908b4c32
TRUE,FALSE,FALSE,2015-04-05,8:32:49,53fb9f92e96da1de2f8b45e2
TRUE,FALSE,FALSE,2015-04-26,0:25:45,55130938c96da1308a8b47e0
TRUE,TRUE,TRUE,2015-04-25,21:42:23,5201fbc71a0ba0b940f0b031
FALSE,FALSE,TRUE,2015-04-26,10:19:55,5536cda81b0ba089618b4c6d
TRUE,FALSE,FALSE,2015-04-06,14:53:44,550ea0b5150ba0860f8b47a1
FALSE,FALSE,TRUE,2015-04-06,15:37:37,551fb4a1066ea10a8c8b4674
TRUE,TRUE,TRUE,2015-04-08,11:49:59,51c7050dc76da14a0ed8507d
FALSE,TRUE,TRUE,2015-04-26,9:17:31,55203a3dc96da1cb788b4b2d
FALSE,FALSE,TRUE,2015-04-06,16:04:45,5521975fc76da179208b4866
TRUE,TRUE,TRUE,2015-04-05,21:05:24,54fa41371c0ba075088b48e9
FALSE,TRUE,FALSE,2015-04-27,19:16:45,55336b55c56da1f71a8b476d
TRUE,FALSE,FALSE,2015-04-07,8:03:12,5516f209c56da161778b45b1
FALSE,FALSE,TRUE,2015-04-26,18:39:49,544293c7170ba0ae088b4745
TRUE,FALSE,FALSE,2015-04-26,9:05:54,551d4138e96da13b188b4a9d
TRUE,TRUE,FALSE,2015-04-08,14:40:32,51989e28c66da1845d000399
TRUE,FALSE,TRUE,2015-04-06,14:57:05,55218272e86da1be608b4be8
TRUE,TRUE,FALSE,2015-04-26,14:38:10,5509ddf7cd6da114118b4592
TRUE,TRUE,TRUE,2015-04-19,11:42:53,55229ec5ea6da1d7038b46a3
TRUE,TRUE,FALSE,2015-04-06,8:51:30,53189ad7160ba0c97e8b4bef
TRUE,TRUE,TRUE,2015-04-06,9:08:44,54a6fe77160ba0a9678b462d
FALSE,TRUE,TRUE,2015-04-26,10:56:23,539a04a2cb6da14f778b4708
FALSE,FALSE,FALSE,2015-04-06,14:25:06,55226359076ea133798b48bb
TRUE,FALSE,FALSE,2015-04-06,14:31:52,55088472180ba02d608b4886
TRUE,FALSE,FALSE,2015-04-06,14:31:14,5319963fcb6da1066d8b4641
TRUE,FALSE,FALSE,2015-04-06,15:55:29,545995afc86da18b078b470f
TRUE,FALSE,FALSE,2015-04-25,10:31:30,5523aec0150ba0a30c8b47bb
TRUE,TRUE,TRUE,2015-04-06,16:10:50,54bfdddf140ba0f7738b49b3
TRUE,FALSE,FALSE,2015-04-05,23:36:29,5463baf8c46da1773a8b4ac0
TRUE,TRUE,TRUE,2015-04-06,14:47:30,54fbea86c86da13c1a8b4d1f
TRUE,TRUE,FALSE,2015-04-26,9:54:19,55329883180ba0e06d8b4bc0
TRUE,FALSE,FALSE,2015-04-26,10:43:26,54a28956066ea1e49f8b47f1
FALSE,FALSE,FALSE,2015-04-19,10:58:03,54fcb940140ba0710c8b47af
TRUE,TRUE,TRUE,2015-04-08,8:02:40,53ef8dc6140ba0bc6a8b4bcc
FALSE,FALSE,TRUE,2015-04-06,14:55:03,51bc5aa2c76da1725bdc7c46
TRUE,FALSE,TRUE,2015-04-12,20:12:10,552ad11d170ba0cf5d8b4a01
TRUE,TRUE,TRUE,2015-04-26,6:49:13,5531fda80c6ea1e8428b49bf
FALSE,FALSE,TRUE,2015-04-04,9:39:11,54c750ab1a0ba014118b48a4
TRUE,FALSE,FALSE,2015-04-07,12:27:38,52f6a8c1c56da13e49217f1a
TRUE,FALSE,TRUE,2015-04-08,15:24:21,525eea941c0ba0e247d7d813
FALSE,TRUE,TRUE,2015-04-25,22:46:13,51fb63e1c86da11d4381ffb2
FALSE,FALSE,TRUE,2015-04-06,15:31:04,54e506f71b0ba01b438b4582
FALSE,FALSE,TRUE,2015-04-06,16:16:51,51c8c939c56da19303082928
FALSE,FALSE,TRUE,2015-04-06,14:57:12,546c4dbbc86da183568b4cb4
FALSE,FALSE,FALSE,2015-04-06,14:56:50,52bc7227170ba0f868e6e01d
TRUE,TRUE,TRUE,2015-04-26,15:17:12,55107760180ba06d678b46a7
TRUE,TRUE,FALSE,2015-04-06,14:25:49,550d987b1c0ba0cc2c8b4eaa
TRUE,TRUE,FALSE,2015-04-23,10:40:27,5529aa60cb6da1a32a8b456c
TRUE,FALSE,FALSE,2015-04-06,14:23:16,54147134190ba0864a8b465b
TRUE,TRUE,TRUE,2015-04-07,20:03:44,55227de9150ba0a0678b4e8b
TRUE,TRUE,TRUE,2015-04-26,18:50:53,54a7f0f21c0ba0c8198b484b
TRUE,FALSE,FALSE,2015-04-06,15:55:11,51d742e2c66da1ec5d311d12
TRUE,FALSE,FALSE,2015-04-06,15:48:21,53eab215c76da1067c8b4ea5
TRUE,FALSE,FALSE,2015-04-19,11:33:30,54f73680086ea18f3e8b499b
FALSE,FALSE,TRUE,2015-04-06,14:30:22,54838fc2170ba0a5658b4730
TRUE,TRUE,TRUE,2015-04-06,14:23:52,544f9effc86da15b538b4c2f
FALSE,FALSE,TRUE,2015-04-11,19:28:04,5496ba39160ba092018b484a
TRUE,TRUE,FALSE,2015-04-24,5:35:31,5526f43d180ba0cf588b45ae
TRUE,FALSE,FALSE,2015-04-06,12:55:40,54f711bb160ba0dd2e8b4e50
TRUE,FALSE,TRUE,2015-04-25,19:56:14,55212c78190ba0be048b472e
FALSE,TRUE,FALSE,2015-04-08,13:48:14,54c22b23c96da153198b4d01
TRUE,TRUE,TRUE,2015-04-25,19:22:43,54e265d4150ba0461a8b4690
TRUE,TRUE,FALSE,2015-04-06,14:52:17,552044d4140ba030608b4649
TRUE,TRUE,TRUE,2015-04-08,14:21:27,53df57b8c56da12b6e8b54bd
TRUE,FALSE,FALSE,2015-04-06,16:00:57,55158ee1c46da1786c8b4ea6
TRUE,FALSE,FALSE,2015-04-06,14:11:02,53ceca75190ba090148b4f54
FALSE,FALSE,TRUE,2015-04-26,10:09:33,55215cba180ba070368b46c7
TRUE,TRUE,FALSE,2015-04-06,15:36:38,52e40124150ba044795dede0
TRUE,TRUE,FALSE,2015-04-06,15:35:57,53e92c67140ba0ba578b4669
TRUE,TRUE,TRUE,2015-03-28,9:08:19,551575e1190ba0a64f8b4cd7
TRUE,TRUE,TRUE,2015-04-06,10:53:15,5480bbb91c0ba099038b45eb
TRUE,TRUE,TRUE,2015-04-25,15:16:49,527ab7db150ba0f820272dc9
FALSE,TRUE,FALSE,2015-04-06,14:54:33,5522863cc86da1b62d8b4e39
FALSE,TRUE,TRUE,2015-04-06,10:02:01,520c0f24c66da13c462881e7
FALSE,FALSE,FALSE,2015-04-26,9:30:35,53d7f15b1b0ba082148b617f
TRUE,TRUE,FALSE,2015-04-23,7:41:25,5522e975140ba0b35f8b49be
TRUE,FALSE,FALSE,2015-04-08,15:15:54,54dc8e30c76da194028b49ea
TRUE,TRUE,TRUE,2015-04-18,23:56:13,552e463b0b6ea135668b463f
TRUE,TRUE,FALSE,2015-04-26,9:38:48,543866c3cb6da1b43f8b4830
TRUE,TRUE,TRUE,2015-04-26,11:09:06,547d68c3150ba014058b45cb
TRUE,TRUE,TRUE,2015-04-08,10:12:53,52bdf421140ba0967f79b8a3
TRUE,TRUE,TRUE,2015-04-26,18:15:17,54a96907076ea16c0b8b4760
TRUE,TRUE,TRUE,2015-04-08,13:21:05,54cffe2e1a0ba0f75e8b4736
TRUE,FALSE,TRUE,2015-04-07,21:11:18,538880d5180ba047218b7e35
FALSE,TRUE,FALSE,2015-04-06,14:25:41,53f8381dc46da18b588b457f
FALSE,TRUE,FALSE,2015-04-26,11:46:29,54b6d5e91b0ba09e3a8b4ba1
FALSE,FALSE,FALSE,2015-04-25,22:57:31,550f21b4180ba099538b475a
TRUE,TRUE,FALSE,2015-04-07,7:13:55,5213d59b140ba01830841ed0
TRUE,FALSE,FALSE,2015-04-05,8:37:00,538391a3e86da1a56b8b8ace
TRUE,FALSE,TRUE,2015-04-08,13:58:13,5216601d170ba01a25cc840b
TRUE,TRUE,TRUE,2015-04-26,17:16:59,552c1984066ea1e9658b48a9
FALSE,TRUE,TRUE,2015-04-06,15:05:53,5468b098180ba0f9608b4591
FALSE,TRUE,FALSE,2015-04-26,10:20:33,54007ccf1b0ba0e0528b5084
TRUE,FALSE,FALSE,2015-04-03,12:16:17,550e1823c56da1e80b8b4c1f
TRUE,TRUE,TRUE,2015-04-26,9:22:07,55010d2e180ba0d37a8b457a
TRUE,FALSE,FALSE,2015-04-06,14:54:14,551ea588076ea1132f8b4919
TRUE,TRUE,TRUE,2015-04-26,9:20:08,551ad5d9c66da18e0a8b490b
TRUE,TRUE,FALSE,2015-04-27,19:34:55,551dd282c56da1280c8b4a7e
FALSE,TRUE,FALSE,2015-04-06,16:10:59,551e45a5086ea1e4548b4a5b
FALSE,TRUE,FALSE,2015-04-26,4:53:17,547b3befc96da1f16c8b45cf
TRUE,TRUE,TRUE,2015-04-26,0:02:28,53500055cb6da183128b7069
TRUE,TRUE,TRUE,2015-04-26,18:56:58,55301239e56da16e9f8b457c
TRUE,TRUE,TRUE,2015-03-29,14:56:53,54c00231066ea143508b48d9
TRUE,FALSE,FALSE,2015-04-06,14:47:43,54f49940c86da1208c8b4869
TRUE,TRUE,TRUE,2015-04-05,20:43:28,5504a424086ea15d518b45e3
TRUE,TRUE,FALSE,2015-04-26,10:44:01,53b853fe170ba0c7058b4727
TRUE,TRUE,FALSE,2015-04-07,10:49:18,54f418b11a0ba0e21c8b46a4
TRUE,FALSE,FALSE,2015-04-11,21:58:47,548cbc8dcb6da1d26b8b468f
TRUE,FALSE,FALSE,2015-04-07,20:46:59,54034bcf160ba09d5f8b4625
TRUE,TRUE,FALSE,2015-04-08,15:20:43,54ac02d9170ba036438b4d6e
TRUE,TRUE,FALSE,2015-04-19,23:25:10,542565a9c56da1a8358b4ea3
TRUE,TRUE,FALSE,2015-04-06,15:00:04,53f267e9c56da1580c8b4899
TRUE,FALSE,FALSE,2015-04-06,16:00:51,551eac92c56da1ee5c8b48ee
TRUE,TRUE,FALSE,2015-04-06,15:57:01,54ef9ccb1c0ba0792e8b4793
TRUE,FALSE,FALSE,2015-04-06,14:47:10,5515a50d150ba01a6c8b4c14
TRUE,TRUE,FALSE,2015-04-07,16:57:16,551c6be21a0ba0006b8b4942
FALSE,TRUE,FALSE,2015-04-06,14:26:02,534192e2180ba07d638b49be
FALSE,TRUE,FALSE,2015-04-06,14:51:40,551adec6170ba0f0428b4c57
TRUE,TRUE,FALSE,2015-04-06,11:57:06,54e21b9a086ea17c5a8b46a5
TRUE,FALSE,FALSE,2015-04-07,23:47:03,53f28c6b180ba01d748b45c4
FALSE,FALSE,FALSE,2015-04-07,12:16:42,54b6c122190ba06e588b49fa
FALSE,TRUE,TRUE,2015-04-08,14:22:51,54e8ce18160ba0f37a8b47dc
FALSE,TRUE,TRUE,2015-04-06,14:29:11,524403e0140ba0ab64b056e2
TRUE,FALSE,FALSE,2015-04-26,7:44:38,55254277150ba0ea398b47f3
TRUE,TRUE,FALSE,2015-03-22,17:54:55,547f4949c46da1f7058b4692
TRUE,TRUE,FALSE,2015-04-18,19:17:07,5506f37fc46da136558b4d4e
TRUE,TRUE,FALSE,2015-04-06,15:29:45,551fe395190ba0165c8b4e82
FALSE,TRUE,FALSE,2015-04-25,21:13:55,5252cfb5160ba0012efee57d
FALSE,FALSE,FALSE,2015-04-06,14:54:54,52583cf9c46da112740f6b90
TRUE,TRUE,FALSE,2015-04-06,15:12:23,54b296dbe96da1d7108b4b69
TRUE,FALSE,FALSE,2015-04-08,4:18:39,5446ca24150ba058228b48da
TRUE,TRUE,FALSE,2015-04-08,14:59:42,551effbde86da1e99a8b49fc
TRUE,TRUE,TRUE,2015-04-08,7:30:24,5505f8eee96da188788b4a9f
FALSE,TRUE,FALSE,2015-04-06,14:51:56,529bab3c180ba0c667b090bb
TRUE,TRUE,FALSE,2015-03-27,20:41:39,54e9efc0c46da134548b45fc
TRUE,TRUE,FALSE,2015-04-25,19:01:36,551cf1382f7759a2408b4567
TRUE,TRUE,TRUE,2015-04-07,18:49:13,53e9f3bc190ba0067c8b4610
TRUE,FALSE,FALSE,2015-04-06,15:00:03,52614e96140ba0e074359c44
TRUE,TRUE,FALSE,2015-04-25,23:42:44,551eeaa3160ba0b3368b45f3
TRUE,TRUE,TRUE,2015-04-06,15:02:53,551e88fdc46da1fe2f8b4988
TRUE,TRUE,FALSE,2015-04-06,13:26:02,5405a767c46da1911b8b5056
FALSE,FALSE,FALSE,2015-04-01,15:57:06,52641a6d190ba0955731407a
FALSE,TRUE,TRUE,2015-04-06,12:56:09,53dbd111140ba018388b546c
TRUE,TRUE,TRUE,2015-04-08,9:37:02,551f6ad71a0ba079148b4a1b
TRUE,TRUE,FALSE,2015-04-07,8:31:03,5267a700140ba02d42e42713
TRUE,TRUE,FALSE,2015-04-26,10:28:21,5474da23150ba068378b48ae
FALSE,TRUE,FALSE,2015-04-06,11:29:19,54ce8fcd170ba06d448b4734
TRUE,TRUE,FALSE,2015-04-08,12:54:13,5517051cc96da18a738b49c3
FALSE,FALSE,FALSE,2015-04-08,14:32:56,5502ed69cb6da13a5e8b4877
TRUE,TRUE,TRUE,2015-04-06,1:55:28,
TRUE,TRUE,FALSE,2015-04-25,18:14:39,54b5a63f066ea19b4e8b46ae
FALSE,FALSE,FALSE,2015-04-08,7:26:26,54fcba64066ea108148b4588
TRUE,TRUE,TRUE,2015-04-25,10:53:54,5537d809c76da19c0c8b4c3f
TRUE,TRUE,FALSE,2015-04-06,15:02:52,55228aab066ea16c728b484d
TRUE,TRUE,TRUE,2015-04-25,8:43:45,53636c6dca6da1fa908b45eb
TRUE,TRUE,TRUE,2015-04-07,21:51:27,5431c2d6c56da1a03b8b45a5
TRUE,TRUE,TRUE,2015-04-19,10:54:14,54e62958e86da10c868b462e
TRUE,FALSE,FALSE,2015-04-21,16:05:33,55364b0beb6da18c1d8b4e85
TRUE,FALSE,FALSE,2015-04-26,4:43:03,547379f7c86da1ce8c8b4fc7
TRUE,TRUE,FALSE,2015-04-07,5:47:04,52a8b7ee1b0ba0f27a6008f6
TRUE,TRUE,FALSE,2015-04-26,11:45:03,551bca1fea6da18d9b8b4756
FALSE,TRUE,FALSE,2015-04-26,18:40:01,529136d31a0ba084322edefc
TRUE,TRUE,TRUE,2015-04-25,14:31:47,5539e371ec6da1dd508b4986
FALSE,TRUE,FALSE,2015-04-21,10:24:42,54fda3e0086ea1267b8b457f
TRUE,TRUE,FALSE,2015-04-08,14:10:12,54fb7b8b190ba0cf7a8b4c2c
TRUE,TRUE,TRUE,2015-04-25,22:51:08,552944881c0ba0dd258b462c
TRUE,FALSE,FALSE,2015-04-08,11:24:40,528373e2140ba0aa45cb886b
TRUE,TRUE,TRUE,2015-05-02,13:43:05,5515373c150ba0d73e8b4fea
TRUE,FALSE,FALSE,2015-04-04,18:48:41,53bd9d39ca6da154318b4568
TRUE,TRUE,TRUE,2015-04-26,10:04:14,54deaae10a6ea12a538b4914
TRUE,TRUE,FALSE,2015-04-25,20:41:22,550338b4c96da12e058b46bd
TRUE,TRUE,TRUE,2015-04-26,2:44:14,5450f6b51c0ba09c7e8b4e19
TRUE,TRUE,FALSE,2015-04-06,14:47:55,5519c4e2066ea1309d8b473e
